year,date,transect,pointno,pellet.count
2014,2014-04-26,NA,22,0
2014,2014-04-26,NA,23,0
2014,2014-04-26,NA,24,0
2014,2014-04-26,NA,25,0
2014,2014-04-26,NA,26,0
2014,2014-04-26,NA,27,0
2014,2014-04-26,NA,28,0
2014,2014-04-26,NA,29,0
2014,2014-04-26,NA,30,0
2014,2014-04-26,NA,31,0
2014,2014-04-26,NA,32,1
2014,2014-04-26,NA,33,0
2014,2014-04-26,NA,34,0
2014,2014-04-26,NA,35,0
2014,2014-04-26,NA,36,1
2014,2014-04-26,NA,37,0
2014,2014-04-26,NA,38,0
2014,2014-04-26,NA,39,0
2014,2014-04-26,NA,40,0
2014,2014-04-26,NA,41,0
2014,2014-04-26,NA,42,0
2014,2014-04-26,NA,1,0
2014,2014-04-26,NA,2,0
2014,2014-04-26,NA,3,0
2014,2014-04-26,NA,4,0
2014,2014-04-26,NA,5,0
2014,2014-04-26,NA,6,0
2014,2014-04-26,NA,7,0
2014,2014-04-26,NA,8,0
2014,2014-04-26,NA,9,0
2014,2014-04-26,NA,10,0
2014,2014-04-26,NA,11,0
2014,2014-04-26,NA,12,0
2014,2014-04-26,NA,13,0
2014,2014-04-26,NA,14,0
2014,2014-04-26,NA,15,0
2014,2014-04-26,NA,16,0
2014,2014-04-26,NA,17,0
2014,2014-04-26,NA,18,0
2014,2014-04-26,NA,19,0
2014,2014-04-26,NA,20,0
2014,2014-04-26,NA,21,0
2014,2014-04-26,NA,22,0
2014,2014-04-26,NA,23,0
2014,2014-04-26,NA,24,0
2014,2014-04-26,NA,25,0
2014,2014-04-26,NA,26,0
2014,2014-04-26,NA,27,0
2014,2014-04-26,NA,28,0
2014,2014-04-26,NA,29,0
2014,2014-04-26,NA,30,0
2014,2014-04-26,NA,31,0
2014,2014-04-26,NA,32,0
2014,2014-04-26,NA,33,0
2014,2014-04-26,NA,34,0
2014,2014-04-26,NA,35,0
2014,2014-04-26,NA,36,0
2014,2014-04-26,NA,37,0
2014,2014-04-26,NA,38,0
2014,2014-04-26,NA,39,0
2014,2014-04-26,NA,40,0
2014,2014-04-26,NA,41,0
2014,2014-04-26,NA,42,0
2014,2014-04-26,NA,43,0
2014,2014-04-26,NA,44,0
2014,2014-04-26,NA,45,0
2014,2014-04-26,NA,46,0
2014,2014-04-26,NA,47,0
2014,2014-04-26,NA,48,0
2014,2014-04-26,NA,49,0
2014,2014-04-26,NA,50,0
2014,2014-04-26,NA,51,0
2014,2014-04-26,NA,52,0
2014,2014-04-26,NA,53,0
2014,2014-04-26,NA,54,0
2014,2014-04-26,NA,55,0
2015,2015-04-29,NA,1,0
2015,2015-04-29,NA,2,0
2015,2015-04-29,NA,3,0
2015,2015-04-29,NA,4,0
2015,2015-04-29,NA,5,0
2015,2015-04-29,NA,6,0
2015,2015-04-29,NA,7,0
2015,2015-04-29,NA,8,0
2015,2015-04-29,NA,9,0
2015,2015-04-29,NA,10,0
2015,2015-04-29,NA,11,0
2015,2015-04-29,NA,12,0
2015,2015-04-29,NA,13,0
2015,2015-04-29,NA,14,0
2015,2015-04-29,NA,15,0
2015,2015-04-29,NA,16,0
2015,2015-04-29,NA,17,0
2015,2015-04-29,NA,18,0
2015,2015-04-29,NA,19,0
2015,2015-04-29,NA,20,0
2015,2015-04-29,NA,21,0
2015,2015-04-29,NA,22,0
2015,2015-04-29,NA,23,0
2015,2015-04-29,NA,24,0
2015,2015-04-29,NA,25,0
2015,2015-04-29,NA,26,0
2015,2015-04-29,NA,27,0
2015,2015-04-29,NA,28,0
2015,2015-04-29,NA,29,0
2015,2015-04-29,NA,30,0
2015,2015-04-29,NA,31,0
2015,2015-04-29,NA,32,0
2015,2015-04-29,NA,33,0
2015,2015-04-29,NA,34,0
2015,2015-04-29,NA,35,0
2015,2015-04-29,NA,36,0
2015,2015-04-29,NA,37,0
2015,2015-04-29,NA,38,0
2015,2015-04-29,NA,39,0
2015,2015-04-29,NA,40,0
2015,2015-04-29,NA,41,0
2015,2015-04-29,NA,42,0
2015,2015-04-29,NA,43,0
2015,2015-04-29,NA,44,0
2015,2015-04-29,NA,45,0
2015,2015-04-29,NA,46,0
2015,2015-04-29,NA,47,0
2015,2015-04-29,NA,48,0
2015,2015-04-29,NA,49,0
2015,2015-04-29,NA,50,0
2015,2015-04-28,NA,1,0
2015,2015-04-28,NA,2,0
2015,2015-04-28,NA,3,0
2015,2015-04-28,NA,4,0
2015,2015-04-28,NA,5,0
2015,2015-04-28,NA,6,0
2015,2015-04-28,NA,7,0
2015,2015-04-28,NA,8,0
2015,2015-04-28,NA,9,0
2015,2015-04-28,NA,10,0
2015,2015-04-28,NA,11,0
2015,2015-04-28,NA,12,0
2015,2015-04-28,NA,13,0
2015,2015-04-28,NA,14,0
2015,2015-04-28,NA,15,1
2015,2015-04-28,NA,16,0
2015,2015-04-28,NA,17,0
2015,2015-04-28,NA,18,0
2015,2015-04-28,NA,19,0
2015,2015-04-28,NA,20,0
2015,2015-04-28,NA,21,0
2015,2015-04-28,NA,22,0
2015,2015-04-28,NA,23,0
2015,2015-04-28,NA,24,0
2015,2015-04-28,NA,25,0
2015,2015-04-28,NA,26,0
2015,2015-04-28,NA,27,0
2015,2015-04-28,NA,28,0
2015,2015-04-28,NA,29,0
2015,2015-04-28,NA,30,0
2015,2015-04-28,NA,31,0
2015,2015-04-28,NA,32,0
2015,2015-04-28,NA,33,0
2015,2015-04-28,NA,34,0
2015,2015-04-28,NA,35,0
2015,2015-04-28,NA,36,0
2015,2015-04-28,NA,37,0
2015,2015-04-28,NA,38,0
2015,2015-04-28,NA,39,0
2015,2015-04-28,NA,40,0
2015,2015-04-28,NA,41,0
2015,2015-04-28,NA,42,0
2015,2015-04-28,NA,43,0
2015,2015-04-28,NA,44,0
2015,2015-04-28,NA,45,0
2015,2015-04-28,NA,46,0
2015,2015-04-28,NA,47,0
2015,2015-04-11,NA,1,0
2015,2015-04-11,NA,2,0
2015,2015-04-11,NA,3,0
2015,2015-04-11,NA,4,0
2015,2015-04-11,NA,5,0
2015,2015-04-11,NA,6,0
2015,2015-04-11,NA,7,0
2015,2015-04-11,NA,8,0
2015,2015-04-11,NA,9,0
2015,2015-04-11,NA,10,0
2015,2015-04-11,NA,11,0
2015,2015-04-11,NA,12,0
2015,2015-04-11,NA,13,0
2015,2015-04-11,NA,14,0
2015,2015-04-11,NA,1,0
2015,2015-04-11,NA,2,0
2015,2015-04-11,NA,3,0
2015,2015-04-11,NA,4,0
2015,2015-04-11,NA,5,0
2015,2015-04-11,NA,6,0
2015,2015-04-11,NA,7,0
2015,2015-04-11,NA,8,0
2015,2015-04-11,NA,9,0
2015,2015-04-11,NA,10,0
2015,2015-04-11,NA,11,0
2015,2015-04-11,NA,12,0
2015,2015-04-11,NA,13,0
2015,2015-04-11,NA,14,0
2015,2015-04-11,NA,15,0
2015,2015-04-11,NA,16,0
2015,2015-04-11,NA,17,0
2015,2015-04-11,NA,18,0
2015,2015-04-11,NA,19,0
2015,2015-04-11,NA,20,0
2015,2015-04-11,NA,21,0
2015,2015-04-11,NA,22,0
2015,2015-04-11,NA,23,0
2015,2015-04-11,NA,24,0
2015,2015-04-11,NA,25,0
2015,2015-04-11,NA,26,0
2015,2015-04-11,NA,27,0
2015,2015-04-11,NA,28,0
2015,2015-04-11,NA,29,0
2015,2015-04-11,NA,30,0
2015,2015-04-11,NA,31,0
2015,2015-04-11,NA,32,0
2015,2015-04-11,NA,33,0
2015,2015-04-11,NA,34,0
2015,2015-04-11,NA,35,0
2015,2015-04-11,NA,36,0
2015,2015-04-11,NA,1,0
2015,2015-04-11,NA,2,0
2015,2015-04-11,NA,3,0
2015,2015-04-11,NA,4,0
2015,2015-04-11,NA,5,0
2015,2015-04-11,NA,6,0
2015,2015-04-11,NA,7,0
2015,2015-04-11,NA,8,0
2015,2015-04-11,NA,9,0
2015,2015-04-11,NA,10,0
2015,2015-04-11,NA,11,0
2015,2015-04-11,NA,12,0
2015,2015-04-11,NA,13,0
2015,2015-04-11,NA,14,0
2015,2015-04-11,NA,15,0
2015,2015-04-11,NA,16,0
2015,2015-04-11,NA,17,0
2015,2015-04-11,NA,18,0
2015,2015-04-11,NA,19,0
2015,2015-04-11,NA,20,0
2015,2015-04-11,NA,21,0
2015,2015-04-11,NA,22,0
2015,2015-04-11,NA,23,0
2015,2015-04-11,NA,24,0
2015,2015-04-11,NA,25,0
2015,2015-04-11,NA,26,0
2015,2015-04-11,NA,27,0
2015,2015-04-11,NA,28,0
2015,2015-04-11,NA,29,0
2015,2015-04-11,NA,30,0
2015,2015-04-11,NA,31,0
2015,2015-04-11,NA,32,0
2015,2015-04-11,NA,33,0
2015,2015-04-11,NA,34,0
2015,2015-04-11,NA,35,0
2015,2015-04-11,NA,36,0
2015,2015-04-11,NA,37,0
2015,2015-04-11,NA,38,0
2015,2015-04-11,NA,39,0
2015,2015-04-11,NA,40,0
2015,2015-04-11,NA,41,0
2015,2015-04-11,NA,42,0
2015,2015-04-11,NA,43,0
2015,2015-04-11,NA,44,0
2015,2015-04-11,NA,45,0
2015,2015-04-11,NA,46,0
2015,2015-04-11,NA,47,0
2015,2015-04-11,NA,48,0
2015,2015-04-11,NA,49,0
2015,2015-04-25,NA,1,0
2015,2015-04-25,NA,2,0
2015,2015-04-25,NA,3,0
2015,2015-04-25,NA,4,0
2015,2015-04-25,NA,5,0
2015,2015-04-25,NA,6,0
2015,2015-04-25,NA,7,0
2015,2015-04-25,NA,8,0
2015,2015-04-25,NA,9,0
2015,2015-04-25,NA,10,0
2015,2015-04-25,NA,11,0
2015,2015-04-25,NA,12,0
2015,2015-04-25,NA,13,0
2015,2015-04-25,NA,14,0
2015,2015-04-25,NA,15,0
2015,2015-04-25,NA,16,1
2015,2015-04-25,NA,17,0
2015,2015-04-25,NA,18,0
2015,2015-04-25,NA,19,0
2015,2015-04-25,NA,20,0
2015,2015-04-25,NA,21,0
2015,2015-04-25,NA,22,0
2015,2015-04-25,NA,23,0
2015,2015-04-25,NA,24,0
2015,2015-04-25,NA,25,0
2015,2015-04-25,NA,26,0
2015,2015-04-25,NA,27,0
2015,2015-04-25,NA,28,1
2015,2015-04-25,NA,29,0
2015,2015-04-25,NA,30,0
2015,2015-04-25,NA,31,0
2015,2015-04-25,NA,32,0
2015,2015-04-25,NA,33,0
2015,2015-04-25,NA,34,0
2015,2015-04-25,NA,35,0
2015,2015-04-25,NA,36,0
2015,2015-04-25,NA,37,0
2015,2015-04-25,NA,38,0
2015,2015-04-25,NA,39,0
2015,2015-04-25,NA,40,0
2015,2015-04-25,NA,41,0
2015,2015-04-25,NA,42,0
2015,2015-04-25,NA,43,0
2015,2015-04-25,NA,44,0
2015,2015-04-25,NA,45,0
2015,2015-04-25,NA,46,0
2015,2015-04-25,NA,47,0
2015,2015-04-25,NA,48,0
2015,2015-04-25,NA,49,0
2015,2015-04-25,NA,50,0
2015,2015-04-25,NA,51,0
2015,2015-04-11,NA,1,0
2015,2015-04-11,NA,2,0
2015,2015-04-11,NA,3,0
2015,2015-04-11,NA,4,0
2015,2015-04-11,NA,5,0
2015,2015-04-11,NA,6,0
2015,2015-04-11,NA,7,0
2015,2015-04-11,NA,8,0
2015,2015-04-11,NA,9,0
2015,2015-04-11,NA,10,0
2015,2015-04-11,NA,11,1
2015,2015-04-11,NA,12,0
2015,2015-04-11,NA,13,0
2015,2015-04-11,NA,14,1
2015,2015-04-11,NA,15,0
2015,2015-04-11,NA,16,0
2015,2015-04-11,NA,17,0
2015,2015-04-11,NA,18,0
2015,2015-04-11,NA,19,0
2015,2015-04-11,NA,20,0
2015,2015-04-11,NA,21,0
2015,2015-04-11,NA,22,0
2015,2015-04-11,NA,23,0
2015,2015-04-11,NA,24,0
2015,2015-04-11,NA,25,0
2015,2015-04-11,NA,26,0
2015,2015-04-11,NA,27,0
2015,2015-04-11,NA,28,0
2015,2015-04-11,NA,29,0
2015,2015-04-11,NA,30,0
2015,2015-04-11,NA,31,0
2015,2015-04-11,NA,32,0
2015,2015-04-11,NA,33,0
2015,2015-04-11,NA,34,0
2015,2015-04-11,NA,35,0
2015,2015-04-11,NA,36,0
2015,2015-04-11,NA,37,0
2015,2015-04-11,NA,38,0
2015,2015-04-11,NA,39,0
2015,2015-04-11,NA,40,1
2015,2015-04-11,NA,41,0
2015,2015-04-11,NA,42,0
2015,2015-04-11,NA,43,0
2015,2015-04-11,NA,44,0
2015,2015-04-11,NA,45,0
2015,2015-04-11,NA,46,0
2015,2015-04-11,NA,47,0
2015,2015-04-11,NA,48,0
2015,2015-04-11,NA,49,0
2015,2015-04-11,NA,50,0
2015,2015-04-11,NA,51,0
2015,2015-04-11,NA,52,0
2015,2015-04-11,NA,53,0
2015,2015-04-11,NA,54,0
2015,2015-04-11,NA,55,0
2015,2015-04-11,NA,56,0
2015,2015-04-11,NA,57,0
2015,2015-04-11,NA,58,0
2015,2015-04-11,NA,59,0
2015,2015-04-11,NA,60,0
2015,2015-04-11,NA,61,0
2015,2015-04-11,NA,62,0
2015,2015-04-11,NA,63,0
2015,2015-04-11,NA,64,0
2015,2015-04-11,NA,65,0
2015,2015-04-11,NA,66,0
2015,2015-04-11,NA,67,0
2015,2015-04-11,NA,68,0
2015,2015-04-11,NA,1,0
2015,2015-04-11,NA,2,0
2015,2015-04-11,NA,3,0
2015,2015-04-11,NA,4,0
2015,2015-04-11,NA,5,0
2015,2015-04-11,NA,6,0
2015,2015-04-11,NA,7,0
2015,2015-04-11,NA,8,0
2015,2015-04-11,NA,9,0
2015,2015-04-11,NA,10,0
2015,2015-04-11,NA,11,0
2015,2015-04-11,NA,12,0
2015,2015-04-11,NA,13,0
2015,2015-04-11,NA,14,0
2015,2015-04-11,NA,15,0
2015,2015-04-11,NA,16,0
2015,2015-04-11,NA,17,0
2015,2015-04-11,NA,18,0
2015,2015-04-11,NA,19,0
2015,2015-04-11,NA,20,0
2015,2015-04-11,NA,21,0
2015,2015-04-11,NA,22,0
2015,2015-04-11,NA,23,0
2015,2015-04-11,NA,24,0
2015,2015-04-11,NA,25,0
2015,2015-04-11,NA,26,0
2015,2015-04-11,NA,27,0
2015,2015-04-11,NA,28,0
2015,2015-04-11,NA,29,0
2015,2015-04-11,NA,30,0
2015,2015-04-11,NA,31,0
2015,2015-04-11,NA,32,0
2015,2015-04-11,NA,33,1
2015,2015-04-11,NA,34,0
2015,2015-04-11,NA,35,0
2015,2015-04-11,NA,36,0
2015,2015-04-11,NA,37,0
2015,2015-04-11,NA,38,0
2015,2015-04-11,NA,39,0
2015,2015-04-11,NA,40,0
2015,2015-04-11,NA,41,0
2015,2015-04-11,NA,42,0
2015,2015-04-11,NA,1,0
2015,2015-04-11,NA,2,0
2015,2015-04-11,NA,3,0
2015,2015-04-11,NA,4,0
2015,2015-04-11,NA,5,0
2015,2015-04-11,NA,6,0
2015,2015-04-11,NA,7,0
2015,2015-04-11,NA,8,0
2015,2015-04-11,NA,9,0
2015,2015-04-11,NA,10,0
2015,2015-04-11,NA,11,0
2015,2015-04-11,NA,12,0
2015,2015-04-11,NA,13,1
2015,2015-04-11,NA,14,0
2015,2015-04-11,NA,15,0
2015,2015-04-11,NA,16,0
2015,2015-04-11,NA,17,0
2015,2015-04-11,NA,18,0
2015,2015-04-11,NA,19,0
2015,2015-04-11,NA,20,0
2015,2015-04-11,NA,21,0
2015,2015-04-11,NA,22,0
2015,2015-04-11,NA,23,0
2015,2015-04-11,NA,24,0
2015,2015-04-11,NA,25,0
2015,2015-04-11,NA,26,0
2015,2015-04-11,NA,27,0
2015,2015-04-11,NA,28,0
2015,2015-04-11,NA,29,0
2015,2015-04-11,NA,30,0
2015,2015-04-11,NA,31,0
2015,2015-04-11,NA,32,0
2015,2015-04-11,NA,33,0
2015,2015-04-11,NA,34,0
2015,2015-04-11,I,1,0
2015,2015-04-11,I,2,0
2015,2015-04-11,I,3,0
2015,2015-04-11,I,4,0
2015,2015-04-11,I,5,0
2015,2015-04-11,I,6,0
2015,2015-04-11,I,7,0
2015,2015-04-11,I,8,0
2015,2015-04-11,I,9,0
2015,2015-04-11,I,10,0
2015,2015-04-11,I,11,0
2015,2015-04-11,I,12,0
2015,2015-04-11,I,13,0
2015,2015-04-11,I,14,0
2015,2015-04-11,I,15,0
2015,2015-04-11,I,16,0
2015,2015-04-11,I,17,0
2015,2015-04-11,I,18,0
2015,2015-04-11,I,19,0
2015,2015-04-11,I,20,0
2015,2015-04-11,I,21,0
2015,2015-04-11,I,22,0
2015,2015-04-11,I,23,0
2015,2015-04-11,I,24,0
2015,2015-04-11,I,25,0
2015,2015-04-11,I,26,0
2015,2015-04-11,I,27,0
2015,2015-04-11,I,28,0
2015,2015-04-11,I,29,0
2015,2015-04-11,I,30,0
2015,2015-04-11,I,31,0
2015,2015-04-11,I,32,0
2015,2015-04-11,I,33,0
2015,2015-04-11,I,34,0
2015,2015-04-11,I,35,0
2015,2015-04-11,I,36,0
2015,2015-04-11,I,37,0
2015,2015-04-11,I,38,1
2015,2015-04-11,I,39,0
2015,2015-04-11,I,40,0
2015,2015-04-11,I,41,0
2015,2015-04-11,I,42,0
2015,2015-04-11,I,43,0
2015,2015-04-11,I,44,0
2015,2015-04-11,I,45,0
2015,2015-04-11,I,46,0
2015,2015-04-11,I,47,0
2015,2015-04-11,I,48,0
2015,2015-04-11,I,49,0
2015,2015-04-11,I,50,0
2015,2015-04-11,I,51,0
2015,2015-04-11,I,52,0
2015,2015-04-11,I,53,0
2015,2015-04-11,I,54,0
2015,2015-04-11,I,55,0
2015,2015-04-11,I,56,0
2015,2015-04-11,NA,1,0
2015,2015-04-11,NA,2,0
2015,2015-04-11,NA,3,0
2015,2015-04-11,NA,4,0
2015,2015-04-11,NA,5,0
2015,2015-04-11,NA,6,0
2015,2015-04-11,NA,7,0
2015,2015-04-11,NA,8,0
2015,2015-04-11,NA,9,0
2015,2015-04-11,NA,10,0
2015,2015-04-11,NA,11,0
2015,2015-04-11,NA,12,0
2015,2015-04-11,NA,13,0
2015,2015-04-11,NA,14,0
2015,2015-04-11,NA,15,0
2015,2015-04-11,NA,16,0
2015,2015-04-11,NA,17,0
2015,2015-04-11,NA,18,0
2015,2015-04-11,NA,19,0
2015,2015-04-11,NA,20,0
2015,2015-04-11,NA,21,0
2015,2015-04-11,NA,22,0
2015,2015-04-11,NA,23,0
2015,2015-04-11,NA,24,0
2015,2015-04-11,NA,25,0
2015,2015-04-11,NA,26,0
2015,2015-04-11,NA,27,0
2015,2015-04-11,NA,28,0
2015,2015-04-11,NA,29,0
2015,2015-04-11,NA,30,0
2015,2015-04-11,NA,31,0
2015,2015-04-11,NA,32,0
2015,2015-04-11,NA,33,0
2015,2015-04-11,NA,34,0
2015,2015-04-11,NA,35,0
2015,2015-04-11,NA,36,0
2015,2015-04-11,NA,37,0
2015,2015-04-11,NA,38,0
2015,2015-04-11,NA,39,0
2015,2015-04-11,NA,40,0
2015,2015-04-11,NA,41,0
2015,2015-04-11,NA,42,0
2015,2015-04-11,NA,43,0
2015,2015-04-11,NA,44,0
2015,2015-04-11,NA,45,0
2015,2015-04-11,NA,46,0
2015,2015-04-11,NA,47,0
2015,2015-04-11,NA,48,0
2015,2015-04-11,NA,49,0
2015,2015-04-11,NA,50,0
2015,2015-04-11,NA,51,0
2015,2015-04-11,NA,52,0
2015,2015-04-11,NA,53,0
2015,2015-04-11,NA,54,0
2015,2015-04-11,NA,55,0
2015,2015-04-11,NA,56,0
2015,2015-04-11,NA,57,0
2015,2015-04-11,NA,58,0
2015,2015-04-11,NA,59,0
2015,2015-04-11,NA,60,0
2015,2015-04-11,NA,61,0
2015,2015-04-11,NA,1,0
2015,2015-04-11,NA,2,0
2015,2015-04-11,NA,3,0
2015,2015-04-11,NA,4,0
2015,2015-04-11,NA,5,0
2015,2015-04-11,NA,6,0
2015,2015-04-11,NA,7,0
2015,2015-04-11,NA,8,0
2015,2015-04-11,NA,9,0
2015,2015-04-11,NA,10,0
2015,2015-04-11,NA,11,0
2015,2015-04-11,NA,12,0
2015,2015-04-11,NA,13,0
2015,2015-04-11,NA,14,0
2015,2015-04-11,NA,15,0
2015,2015-04-11,NA,16,0
2015,2015-04-11,NA,17,0
2015,2015-04-11,NA,18,1
2015,2015-04-11,NA,19,0
2015,2015-04-11,NA,20,0
2015,2015-04-11,NA,21,0
2015,2015-04-11,NA,22,0
2015,2015-04-11,NA,23,0
2015,2015-04-11,NA,24,0
2015,2015-04-11,NA,25,1
2015,2015-04-11,NA,26,0
2015,2015-04-11,NA,27,0
2015,2015-04-11,NA,28,0
2015,2015-04-11,NA,29,0
2015,2015-04-11,NA,30,0
2015,2015-04-11,NA,31,0
2015,2015-04-11,NA,32,0
2015,2015-04-11,NA,33,1
2015,2015-04-11,NA,34,0
2015,2015-04-11,NA,35,0
2015,2015-04-11,NA,36,0
2015,2015-04-11,NA,37,0
2015,2015-04-11,NA,38,0
2015,2015-04-11,NA,39,0
2015,2015-04-11,NA,40,0
2015,2015-04-11,NA,41,0
2015,2015-04-11,NA,42,0
2015,2015-04-11,NA,43,0
2015,2015-04-11,NA,44,0
2015,2015-04-11,NA,45,0
2015,2015-04-11,H,1,0
2015,2015-04-11,H,2,0
2015,2015-04-11,H,3,0
2015,2015-04-11,H,4,0
2015,2015-04-11,H,5,0
2015,2015-04-11,H,6,0
2015,2015-04-11,H,7,0
2015,2015-04-11,H,8,0
2015,2015-04-11,H,9,0
2015,2015-04-11,H,10,0
2015,2015-04-11,H,11,0
2015,2015-04-11,H,12,0
2015,2015-04-11,H,13,0
2015,2015-04-11,H,14,0
2015,2015-04-11,H,15,0
2015,2015-04-11,H,16,0
2015,2015-04-11,H,17,0
2015,2015-04-11,H,18,0
2015,2015-04-11,H,19,0
2015,2015-04-11,H,20,0
2015,2015-04-11,H,21,0
2015,2015-04-11,H,22,0
2015,2015-04-11,H,23,0
2015,2015-04-11,H,24,0
2015,2015-04-11,H,25,0
2015,2015-04-11,H,26,0
2015,2015-04-11,H,27,0
2015,2015-04-11,H,28,0
2015,2015-04-11,H,29,0
2015,2015-04-11,H,30,0
2015,2015-04-11,H,31,0
2015,2015-04-11,H,32,0
2015,2015-04-11,H,33,0
2015,2015-04-11,H,34,0
2015,2015-04-11,H,35,0
2015,2015-04-11,H,36,0
2015,2015-04-11,H,37,0
2015,2015-04-11,H,38,0
2015,2015-04-11,H,39,0
2015,2015-04-11,H,40,0
2015,2015-04-11,H,41,0
2015,2015-04-11,H,42,0
2015,2015-04-11,H,43,0
2015,2015-04-29,NA,1,0
2015,2015-04-29,NA,2,0
2015,2015-04-29,NA,3,0
2015,2015-04-29,NA,4,0
2015,2015-04-29,NA,5,0
2015,2015-04-29,NA,6,1
2015,2015-04-29,NA,7,0
2015,2015-04-29,NA,8,0
2015,2015-04-29,NA,9,0
2015,2015-04-29,NA,10,0
2015,2015-04-29,NA,11,1
2015,2015-04-29,NA,12,0
2015,2015-04-29,NA,13,0
2015,2015-04-29,NA,14,0
2015,2015-04-29,NA,15,0
2015,2015-04-29,NA,16,0
2015,2015-04-29,NA,17,0
2015,2015-04-29,NA,18,0
2015,2015-04-29,NA,19,0
2015,2015-04-29,NA,20,0
2015,2015-04-29,NA,21,0
2015,2015-04-29,NA,22,0
2015,2015-04-29,NA,23,0
2015,2015-04-29,NA,24,0
2015,2015-04-29,NA,25,0
2015,2015-04-29,NA,26,0
2015,2015-04-29,NA,27,0
2015,2015-04-29,NA,28,0
2015,2015-04-29,NA,29,0
2015,2015-04-29,NA,30,0
2015,2015-04-29,NA,31,0
2015,2015-04-29,NA,32,1
2015,2015-04-29,NA,33,0
2015,2015-04-29,NA,34,1
2015,2015-04-29,NA,35,0
2015,2015-04-29,NA,36,0
2015,2015-04-29,NA,37,0
2015,2015-04-29,NA,38,0
2015,2015-04-29,NA,39,0
2015,2015-04-29,NA,40,0
2015,2015-04-29,NA,41,0
2015,2015-04-29,NA,42,3
2015,2015-04-29,NA,43,0
2015,2015-04-29,NA,44,0
2015,2015-04-28,D,1,0
2015,2015-04-28,D,2,0
2015,2015-04-28,D,3,0
2015,2015-04-28,D,4,0
2015,2015-04-28,D,5,0
2015,2015-04-28,D,6,0
2015,2015-04-28,D,7,0
2015,2015-04-28,D,8,0
2015,2015-04-28,D,9,0
2015,2015-04-28,D,10,0
2015,2015-04-28,D,11,0
2015,2015-04-28,D,12,0
2015,2015-04-28,D,13,0
2015,2015-04-28,D,14,0
2015,2015-04-28,D,15,0
2015,2015-04-28,D,16,0
2015,2015-04-28,D,17,0
2015,2015-04-28,D,18,0
2015,2015-04-28,D,19,0
2015,2015-04-28,D,20,0
2015,2015-04-28,D,21,0
2015,2015-04-28,D,22,0
2015,2015-04-28,D,23,0
2015,2015-04-28,D,24,0
2015,2015-04-28,D,25,0
2015,2015-04-28,D,26,0
2015,2015-04-28,D,27,1
2015,2015-04-28,D,28,0
2015,2015-04-28,D,29,0
2015,2015-04-28,D,30,0
2015,2015-04-28,D,31,0
2015,2015-04-28,D,32,0
2015,2015-04-28,D,33,2
2015,2015-04-28,D,34,0
2015,2015-04-28,D,35,0
2015,2015-04-28,D,36,0
2015,2015-04-28,D,37,0
2015,2015-04-28,D,38,0
2015,2015-04-28,D,39,0
2015,2015-04-28,D,40,0
2015,2015-04-28,D,41,0
2015,2015-04-28,D,42,0
2015,2015-04-23,A,1,0
2015,2015-04-23,A,2,0
2015,2015-04-23,A,3,0
2015,2015-04-23,A,4,0
2015,2015-04-23,A,5,0
2015,2015-04-23,A,6,0
2015,2015-04-23,A,7,0
2015,2015-04-23,A,8,0
2015,2015-04-23,A,9,0
2015,2015-04-23,A,10,0
2015,2015-04-23,A,11,0
2015,2015-04-23,A,12,0
2015,2015-04-23,A,13,0
2015,2015-04-23,A,14,0
2015,2015-04-23,A,15,0
2015,2015-04-23,A,16,0
2015,2015-04-23,A,17,0
2015,2015-04-23,A,18,0
2015,2015-04-23,A,19,0
2015,2015-04-23,A,20,0
2015,2015-04-23,A,21,0
2015,2015-04-23,A,22,0
2015,2015-04-23,A,23,0
2015,2015-04-23,A,24,0
2015,2015-04-23,A,25,0
2015,2015-04-23,A,26,0
2015,2015-04-23,A,27,0
2015,2015-04-23,A,28,1
2015,2015-04-23,A,29,0
2015,2015-04-23,A,30,0
2015,2015-04-23,A,31,0
2015,2015-04-23,A,32,0
2015,2015-04-23,A,33,0
2015,2015-04-23,A,34,0
2015,2015-04-23,A,35,1
2015,2015-04-23,A,36,0
2015,2015-04-23,A,37,0
2015,2015-04-23,A,38,0
2015,2015-04-23,A,39,0
2015,2015-04-23,A,40,0
2015,2015-04-23,A,41,0
2015,2015-04-23,A,42,0
2015,2015-04-23,A,43,0
2015,2015-04-23,A,44,1
2015,2015-04-23,A,45,0
2015,2015-04-23,A,46,0
2015,2015-04-23,A,47,0
2015,2015-04-23,A,48,0
2015,2015-04-23,A,49,0
2015,2015-04-23,A,50,0
2015,2015-04-23,A,51,0
2015,2015-04-23,A,52,0
2015,2015-04-23,A,53,0
2015,2015-04-23,A,54,0
2015,2015-04-23,A,55,0
2015,2015-04-23,A,56,0
2015,2015-04-23,A,57,0
2015,2015-04-23,A,58,1
2015,2015-04-23,A,59,1
2015,2015-04-23,A,60,0
2015,2015-04-11,F,1,0
2015,2015-04-11,F,2,0
2015,2015-04-11,F,3,0
2015,2015-04-11,F,4,0
2015,2015-04-11,F,5,0
2015,2015-04-11,F,6,0
2015,2015-04-11,F,7,0
2015,2015-04-11,F,8,0
2015,2015-04-11,F,9,0
2015,2015-04-11,F,10,0
2015,2015-04-11,F,11,0
2015,2015-04-11,F,12,0
2015,2015-04-11,F,13,0
2015,2015-04-11,F,14,0
2015,2015-04-11,F,15,0
2015,2015-04-11,F,16,0
2015,2015-04-11,F,17,0
